DOLocationID,month,time,day_of_the_week,num_pickups
230,3,13,5,3527
100,3,8,4,1707
114,3,22,3,1099
48,3,23,0,1475
262,3,20,1,1368
229,3,23,0,651
263,3,7,4,810
140,3,6,1,1345
234,3,13,0,1839
143,3,9,6,552
137,3,21,5,1370
232,3,12,4,265
230,3,6,3,2980
48,3,19,0,2183
170,3,20,0,2419
249,3,2,5,1039
170,3,14,2,1832
186,3,12,3,1972
48,3,14,6,2112
233,3,21,4,1338
230,3,8,4,3244
158,3,21,3,1102
100,3,17,4,1483
48,3,14,3,1956
239,3,15,2,1659
75,3,19,5,921
143,3,19,2,1044
230,3,14,3,2537
161,3,7,0,5346
239,3,13,4,2289
79,3,0,4,2056
262,3,20,6,713
239,3,17,2,1844
224,3,14,6,247
87,3,15,6,433
142,3,18,0,2926
162,3,23,4,1697
142,3,19,5,4013
237,3,22,2,1181
113,3,22,2,803
113,3,7,4,614
170,3,8,4,3565
164,3,16,3,1799
143,3,19,1,1306
43,3,10,3,1303
186,3,17,6,1714
50,3,19,1,778
142,3,19,5,4013
236,3,12,3,3741
113,3,21,6,626
161,3,11,5,2414
230,3,6,1,2352
107,3,5,6,224
137,3,14,5,874
237,3,7,2,1702
233,3,12,5,935
142,3,16,0,1771
164,3,15,3,2037
236,3,15,5,3245
211,3,12,4,862
162,3,8,5,1154
238,3,16,0,1497
261,3,3,6,297
48,3,16,5,2434
13,3,8,3,1522
186,3,14,4,2776
162,3,22,6,836
186,3,9,4,2014
239,3,8,1,1184
170,3,15,6,1848
233,3,19,3,1605
237,3,16,1,2844
163,3,15,2,1600
79,3,17,0,1331
239,3,14,3,2300
151,3,17,4,1065
42,3,17,4,406
137,3,18,3,1321
161,3,18,2,1811
79,3,18,5,3777
107,3,22,4,2399
236,3,13,3,3825
234,3,18,1,2359
151,3,20,2,616
238,3,4,3,88
170,3,15,0,2006
114,3,13,0,489
263,3,21,3,2524
238,3,1,5,751
230,3,19,5,5516
151,3,18,0,779
41,3,7,3,360
230,3,21,6,1401
239,3,12,4,2343
141,3,9,0,1087
236,3,23,2,896
170,3,7,3,3082
107,3,18,0,1883
238,3,10,0,957
170,3,22,4,2995
162,3,8,2,4510
137,3,21,3,1720
234,3,8,4,2995
229,3,22,3,2116
236,3,21,6,1287
161,3,14,4,3706
162,3,20,4,1688
170,3,8,1,3329
261,3,22,4,453
79,3,7,1,479
230,3,21,5,2213
142,3,6,3,769
90,3,18,4,1463
158,3,16,6,712
113,3,9,3,1070
238,3,12,5,1696
68,3,14,6,1566
142,3,13,4,2276
237,3,5,3,408
88,3,8,1,775
125,3,12,1,385
68,3,7,2,809
125,3,11,3,547
41,3,18,5,853
170,3,0,5,2243
24,3,15,4,355
161,3,14,4,3706
231,3,18,2,1041
246,3,11,0,1300
107,3,14,4,1462
140,3,0,4,612
50,3,10,2,769
237,3,9,5,2568
79,3,11,6,1160
79,3,21,3,3436
142,3,8,3,1672
170,3,16,0,2010
186,3,10,5,2119
170,3,8,2,2762
87,3,12,3,556
125,3,7,3,366
162,3,16,4,2308
142,3,23,4,1529
48,3,19,4,3348
142,3,17,1,2548
230,3,18,4,3412
263,3,11,2,841
230,3,6,0,2327
230,3,1,2,351
162,3,18,0,2070
114,3,22,0,573
163,3,9,4,2897
246,3,8,2,1587
261,3,8,2,323
74,3,2,5,409
68,3,11,3,1543
236,3,12,4,4011
140,3,8,3,2262
144,3,14,4,809
41,3,18,4,817
162,3,11,3,3020
113,3,16,6,972
161,3,17,1,2547
68,3,22,5,2293
141,3,18,6,1790
230,3,23,4,1995
234,3,10,5,2237
43,3,18,0,914
249,3,15,3,994
230,3,17,2,2184
249,3,10,5,1024
237,3,11,6,2537
246,3,17,5,1530
141,3,9,3,1439
249,3,21,1,1643
164,3,8,0,1568
68,3,12,3,1670
209,3,18,6,159
75,3,6,3,897
143,3,11,6,730
50,3,22,3,1109
229,3,21,5,1876
234,3,12,3,2822
170,3,13,4,2807
100,3,16,1,1211
229,3,19,1,2009
161,3,13,3,3892
79,3,21,3,3436
140,3,22,6,526
186,3,11,5,1993
233,3,23,5,1405
237,3,19,4,3139
237,3,16,1,2844
137,3,20,6,917
234,3,7,0,1608
229,3,8,0,1155
236,3,9,5,2547
238,3,17,1,1899
68,3,18,3,2387
239,4,14,3,1861
231,4,9,2,1455
230,4,15,4,1902
143,4,21,2,1329
236,4,6,4,805
75,4,21,1,794
237,4,15,6,2922
137,4,20,6,1223
233,4,10,4,1018
148,4,9,5,391
238,4,21,1,2052
161,4,12,3,3595
263,4,17,1,1567
166,4,19,3,574
233,4,8,3,1396
249,4,20,4,2004
107,4,17,5,1577
161,4,13,5,2379
48,4,1,1,471
170,4,19,3,2589
87,4,14,4,419
163,4,20,5,1493
170,4,21,0,2616
231,4,9,4,1485
43,4,21,5,514
262,4,16,1,1160
231,4,18,3,1281
87,4,11,3,481
75,4,13,3,776
162,4,21,0,1756
233,4,19,1,1089
79,4,17,5,2184
234,4,3,0,68
231,4,12,1,1032
231,4,18,4,1227
114,4,12,1,571
48,4,22,3,2356
163,4,22,6,1065
75,4,18,2,848
170,4,15,5,1792
229,4,23,3,1244
50,4,20,3,979
170,4,0,1,495
162,4,15,5,1797
224,4,18,4,377
263,4,0,4,855
233,4,9,2,1386
50,4,23,3,786
231,4,6,4,791
141,4,2,3,168
262,4,19,6,1096
237,4,8,6,1623
237,4,12,5,3145
161,4,7,6,625
87,4,23,2,636
236,4,20,1,3044
170,4,20,3,2649
143,4,6,1,395
48,4,23,2,1822
142,4,20,0,2210
79,4,17,0,1768
170,4,14,2,2460
90,4,9,1,945
229,4,22,5,1597
142,4,3,4,130
238,4,9,0,989
263,4,13,5,1316
100,4,17,0,1393
263,4,4,6,394
239,4,21,4,1861
231,4,19,0,1503
170,4,8,3,2706
230,4,6,1,2300
161,4,17,1,2561
141,4,11,5,1593
142,4,12,3,1780
75,4,23,0,626
236,4,8,2,3132
244,4,19,2,205
170,4,19,0,2719
151,4,23,5,734
234,4,11,6,2304
161,4,12,0,3700
237,4,22,4,1790
230,4,7,2,3223
236,4,13,2,3324
238,4,17,3,1939
230,4,19,0,2531
249,4,13,5,1369
107,4,17,3,1615
224,4,11,6,202
234,4,9,2,3147
163,4,11,4,1973
237,4,10,6,2916
137,4,19,4,1207
107,4,18,0,2473
236,4,20,0,3294
140,4,21,6,1005
152,4,19,2,137
263,4,13,5,1316
162,4,10,2,2692
161,4,14,4,2851
143,4,15,0,1306
234,4,16,0,2078
142,4,23,1,807
163,4,6,4,1087
43,4,8,0,914
141,4,14,1,1649
113,4,19,2,1459
239,4,23,3,1384
90,4,7,0,705
170,4,19,6,2212
75,4,17,2,760
249,4,16,2,768
114,4,1,5,862
143,4,21,1,1298
41,4,22,4,690
164,4,9,1,1719
244,4,12,1,144
170,4,22,5,2476
142,4,8,0,1615
148,4,21,1,918
48,4,8,6,895
262,4,18,0,1717
236,4,12,1,3233
79,4,14,5,1508
236,4,9,3,2666
4,4,0,5,531
234,4,8,4,2769
236,4,19,6,2616
50,4,23,6,512
107,4,12,3,1072
43,4,12,6,1660
224,4,22,2,503
74,4,7,0,744
107,4,11,1,1117
233,4,17,1,1040
75,4,8,2,1041
113,4,22,5,1063
137,4,0,6,1331
142,4,18,0,3984
162,4,7,1,4093
162,4,9,4,3169
68,4,8,4,1305
237,4,18,2,4052
249,4,18,4,1871
231,4,6,0,1076
164,4,13,2,1654
231,4,17,5,1125
234,4,9,1,2926
114,4,17,1,822
186,4,20,5,1790
262,4,12,5,774
231,4,19,0,1503
162,4,23,0,889
236,4,15,1,4186
114,4,18,0,1173
113,4,14,1,964
230,4,6,3,2436
148,4,1,6,1728
232,4,16,6,374
209,4,0,6,259
141,4,14,5,1693
164,4,14,3,1754
75,4,12,0,805
68,4,8,0,1397
162,4,14,3,2533
163,4,11,6,1757
232,4,23,3,400
163,4,10,0,2199
170,4,8,4,2722
161,4,11,1,3826
107,4,17,5,1577
68,4,7,2,1017
75,4,21,4,794
236,4,22,1,2107
151,4,18,0,1003
236,4,12,4,3214
161,4,19,1,1829
75,4,1,6,713
137,4,7,3,1323
238,4,8,3,1199
141,4,13,3,1452
137,4,3,6,961
236,4,13,6,3180
230,4,18,6,2987
161,4,19,5,2192
161,4,7,1,5827
13,4,8,4,1196
230,4,18,0,2657
48,4,18,0,2632
24,4,19,4,311
249,4,8,4,699
43,4,23,4,528
164,4,16,2,1432
233,4,19,4,1084
237,4,13,1,3372
164,4,23,5,1646
234,4,20,2,1934
143,4,16,1,1019
162,4,18,4,1934
24,4,20,0,367
249,4,19,1,1832
162,4,8,1,4226
161,4,12,1,3735
239,4,19,4,2432
229,4,16,2,1059
239,4,18,4,2712
141,4,21,6,1492
158,4,17,5,953
186,4,17,2,1910
107,4,6,1,667
90,4,15,1,885
68,4,21,1,1720
186,4,14,4,2005
142,4,14,3,2080
162,4,9,1,3356
261,4,10,5,350
161,4,14,3,3511
162,4,21,3,1671
161,4,17,2,2451
74,4,17,3,613
142,4,8,5,1207
262,4,14,0,1162
48,4,19,0,2662
43,4,20,1,822
161,4,23,3,1082
170,4,17,3,2408
234,4,18,1,2420
90,4,12,3,889
237,4,9,4,2926
164,4,19,1,1492
230,4,10,0,2264
161,4,15,6,2278
170,4,7,3,2224
236,4,15,0,4488
211,4,16,6,792
107,4,7,1,1154
90,4,13,4,833
162,4,21,5,1429
141,4,12,4,1508
209,4,18,3,201
263,4,20,0,2037
163,4,12,5,1853
162,4,10,4,2489
162,4,15,3,2030
170,4,21,0,2616
68,4,16,6,1774
148,4,0,6,2003
170,4,11,0,2368
48,4,12,6,2219
90,4,23,3,1118
148,4,11,3,321
140,4,11,0,1487
230,4,13,5,3146
161,4,12,4,3146
239,4,18,6,2465
236,4,19,4,3105
48,4,14,6,2575
186,4,23,1,998
164,4,18,4,1560
239,4,23,0,940
234,4,23,1,773
164,4,6,3,700
186,4,18,4,1892
162,4,18,3,2091
263,4,18,4,2058
48,4,18,2,2258
231,4,2,5,651
162,4,16,4,1829
41,4,10,6,720
164,4,12,5,1326
107,4,12,4,1131
164,4,9,3,1761
239,4,19,1,2410
43,4,15,4,1136
143,4,16,0,1282
48,4,12,3,1440
74,4,2,1,114
231,4,6,1,791
166,4,9,0,838
249,4,22,0,1326
230,4,8,2,2884
234,4,23,0,810
262,4,18,1,1307
50,4,9,2,795
231,4,16,5,1075
151,4,16,6,830
237,4,18,0,4667
68,4,3,4,320
238,4,11,0,1203
4,4,16,5,277
113,4,18,3,1536
68,4,16,1,1181
249,4,20,2,1739
48,4,20,1,2324
142,4,10,5,2094
170,4,8,4,2722
170,4,22,0,1978
164,4,14,3,1754
211,4,13,2,601
229,4,14,5,1152
238,4,5,4,181
237,4,22,5,1708
209,4,13,2,135
41,4,9,6,701
232,4,13,2,166
236,4,22,3,2396
233,4,19,1,1089
170,4,20,6,2125
263,4,1,6,1440
237,4,15,6,2922
24,4,15,1,238
74,4,4,5,286
230,4,7,2,3223
236,4,11,4,3228
249,4,20,3,1881
161,4,18,3,2495
163,4,18,2,1833
163,4,16,4,1483
231,4,8,0,1805
237,4,6,1,889
161,4,9,0,5205
79,4,18,6,2608
48,4,17,4,1949
229,4,14,1,1140
170,4,15,4,1995
90,4,21,0,1323
148,4,21,1,918
224,4,18,1,418
100,4,20,1,963
143,4,15,6,1111
141,4,16,2,1713
170,4,12,4,2057
148,4,18,0,929
230,4,10,3,1999
234,4,19,6,1919
45,4,14,3,157
237,4,17,5,2460
90,4,11,3,875
170,4,12,6,1908
161,4,22,0,1332
262,4,19,2,1369
186,4,8,4,1426
166,4,0,1,125
186,4,0,5,1631
48,4,10,4,1045
263,4,16,1,1182
237,4,9,1,3086
230,4,2,4,323
45,4,14,6,196
262,4,16,4,1136
236,4,13,1,3183
142,4,19,4,3310
68,4,22,0,1603
161,4,0,6,913
246,4,16,6,1373
79,4,12,5,1680
237,4,12,0,3910
230,4,18,5,2974
239,4,20,4,1894
239,4,12,6,2692
100,4,22,4,1019
162,4,22,3,1553
50,4,19,2,847
164,4,22,1,1233
45,4,12,6,282
141,4,19,4,2515
236,4,11,0,3508
43,4,16,5,1014
43,4,14,4,1270
229,4,17,6,1656
238,4,23,3,1280
137,4,12,4,679
140,4,8,4,1743
162,4,23,5,1644
151,4,10,5,609
236,4,15,3,3818
113,4,2,3,71
234,4,13,2,2188
263,4,14,5,1321
237,4,11,1,3788
158,4,12,6,965
229,4,21,1,1836
170,4,22,3,2573
237,4,22,3,1897
236,4,12,2,3094
230,4,6,3,2436
144,4,17,3,674
88,4,9,3,649
74,4,21,3,582
100,4,11,3,1273
163,4,23,2,958
148,4,8,3,178
113,4,19,5,1413
48,4,19,4,2730
79,4,15,0,1037
140,4,5,1,327
90,4,17,4,950
237,4,13,5,3228
50,4,21,1,896
142,4,20,1,2054
239,4,2,6,614
239,4,18,0,3351
163,4,10,0,2199
262,4,8,3,492
90,4,22,1,1173
231,4,3,5,471
13,4,16,3,427
231,4,13,0,1113
162,4,18,2,2000
262,4,14,4,1087
75,4,19,1,784
148,4,18,1,819
13,4,13,5,752
249,4,23,3,1343
236,4,13,4,2966
50,4,12,0,591
233,4,6,4,420
141,4,15,1,1793
144,4,9,6,448
161,4,7,0,7134
143,4,22,4,1114
163,4,1,1,161
142,4,10,1,1626
237,4,23,1,829
239,4,11,5,1856
186,4,16,0,2388
24,4,19,5,308
163,4,8,4,2938
263,4,18,5,1764
230,4,9,3,2487
211,4,20,3,725
162,4,10,6,1587
74,4,13,5,534
239,4,13,5,1979
238,4,19,1,2003
90,4,9,0,1062
186,4,13,0,1798
116,4,16,0,154
13,4,0,6,454
233,4,20,3,1209
249,4,22,1,1316
236,4,3,5,250
4,4,15,5,334
170,4,6,0,1635
237,4,7,2,2524
143,4,23,5,927
75,4,22,0,725
162,4,19,1,1828
143,4,12,0,829
162,4,9,4,3169
163,4,18,6,1754
100,4,0,6,857
237,4,9,4,2926
100,4,20,1,963
79,4,18,4,2793
229,4,21,0,1854
161,4,6,1,3776
238,4,22,4,1688
90,4,21,5,1163
249,4,12,1,720
50,4,8,4,789
238,4,21,4,1529
45,4,20,1,166
137,4,13,6,789
230,4,7,5,573
234,4,13,4,2032
162,4,9,5,1588
170,4,1,2,345
113,4,8,4,845
246,4,20,1,1145
186,4,15,0,2426
249,4,17,4,1232
142,4,16,1,2073
164,4,12,5,1326
161,4,19,4,2027
141,4,5,1,241
50,4,6,3,494
170,4,20,6,2125
239,4,19,6,2219
233,4,21,2,1376
166,4,3,0,44
238,4,16,2,1734
48,4,9,0,1275
141,4,23,2,1160
107,4,6,0,814
238,4,17,6,2032
209,4,0,6,259
151,4,11,5,530
230,4,14,0,2341
238,4,14,3,1740
137,4,15,2,730
140,4,8,0,1978
229,4,9,4,1020
230,4,0,3,780
230,4,17,3,2368
237,4,21,2,2173
261,4,20,6,397
144,4,11,2,500
143,4,15,4,1012
243,4,1,0,87
211,4,17,5,713
239,4,20,5,1856
234,4,18,4,2118
90,4,23,4,1254
144,4,19,0,807
238,4,18,1,2151
113,4,20,6,1069
236,4,21,3,2945
161,4,5,1,1035
100,4,17,4,1110
48,4,17,6,2434
231,4,8,3,1718
243,4,15,6,107
237,4,14,6,3070
113,4,11,6,1080
107,4,2,5,1191
137,4,16,2,599
68,4,10,6,1443
142,4,11,5,2647
107,4,0,5,1533
170,4,7,3,2224
79,4,22,5,2965
75,4,23,1,515
79,4,19,5,3396
137,4,14,6,907
48,4,22,0,2294
230,4,18,3,2955
161,4,8,4,6107
234,4,0,1,276
234,4,15,4,1840
233,4,15,4,869
161,4,19,0,2155
100,4,22,5,898
233,4,15,6,979
107,4,17,3,1615
13,4,13,2,617
142,4,23,1,807
238,4,14,4,1860
107,4,22,3,2026
237,4,20,0,2479
43,4,12,1,1256
209,4,19,1,171
261,4,9,1,410
90,4,4,5,331
141,4,18,4,2579
41,4,19,4,616
166,4,4,0,51
161,4,12,0,3700
141,4,17,1,2080
170,4,13,0,2432
50,4,8,4,789
144,4,11,0,601
100,4,10,3,1291
186,4,23,3,1306
13,4,9,0,1041
229,4,23,3,1244
236,4,16,5,2688
262,4,0,0,234
236,4,14,2,3803
151,4,18,6,859
246,4,7,1,1033
142,4,16,4,1982
142,4,14,6,2936
41,4,8,0,345
231,4,13,4,1008
238,4,11,1,1109
48,4,18,1,2313
231,4,1,6,1108
229,4,14,3,1222
246,4,16,2,882
87,4,23,2,636
161,4,9,2,4517
74,4,18,4,710
186,4,20,5,1790
230,4,6,2,2469
170,4,11,2,2279
236,4,23,2,1301
107,4,20,3,2129
162,4,9,4,3169
170,4,7,2,2362
107,4,9,1,1154
79,8,17,0,1
114,4,19,5,1391
163,4,22,6,1065
162,4,8,1,4226
236,4,15,0,4488
238,4,7,1,1205
229,4,12,1,1062
125,4,14,5,314
237,4,12,6,3491
68,4,13,5,1593
113,4,22,0,1011
170,4,12,5,1738
236,4,19,0,4232
48,4,18,6,2782
48,4,15,5,1781
236,4,17,1,3859
230,4,12,0,2223
234,4,14,1,2142
13,4,21,2,679
249,4,6,2,171
107,4,3,6,1209
246,4,11,5,1656
162,4,9,2,3362
142,4,16,0,2548
87,4,13,1,446
161,4,23,3,1082
238,4,18,2,2194
41,4,20,1,564
163,4,16,0,2077
237,4,10,0,3188
142,4,21,2,1931
236,4,15,3,3818
42,4,5,2,38
79,4,21,3,2584
142,4,7,3,979
230,4,13,2,2914
164,4,15,5,1488
238,4,18,2,2194
144,4,19,6,852
230,4,19,5,4415
230,4,18,2,2679
234,4,23,1,773
230,4,17,4,2194
237,4,21,4,1733
125,4,17,3,281
113,4,18,2,1510
125,4,16,6,318
263,4,18,5,1764
186,4,7,1,1181
107,4,21,1,1991
163,4,23,6,735
151,4,19,6,782
237,4,8,2,3158
238,4,18,5,1538
230,4,20,0,2075
231,4,18,3,1281
230,4,8,0,3272
141,4,21,5,1853
162,4,8,0,4636
186,4,20,5,1790
224,4,21,0,539
107,4,14,5,1316
230,4,20,3,1691
163,4,12,6,2066
236,4,7,0,2981
142,4,2,4,224
211,4,12,5,954
161,4,18,3,2495
170,4,22,3,2573
161,4,15,0,3335
164,4,18,2,1591
142,4,11,1,1678
236,4,17,0,4635
50,4,15,4,775
164,4,4,5,382
170,4,9,2,2531
236,4,21,4,2270
148,4,20,5,1440
90,4,15,5,1060
236,4,17,0,4635
161,4,9,2,4517
140,4,12,2,1332
116,4,23,0,337
231,4,16,2,750
107,4,17,2,1645
100,4,15,5,1089
237,4,14,4,3294
158,4,23,4,1018
79,4,19,6,2575
90,4,18,0,1505
50,4,21,0,873
249,4,12,5,1408
237,4,12,2,3619
161,4,6,1,3776
230,4,19,1,2002
236,4,10,6,3555
161,4,7,3,6176
239,4,18,6,2465
107,4,19,6,1920
125,4,10,2,508
166,4,10,1,590
43,4,18,6,681
13,4,9,2,937
246,4,8,5,1045
90,4,13,2,885
141,4,13,2,1518
234,4,18,4,2118
230,4,5,3,667
163,4,18,4,1562
41,4,14,0,379
75,4,16,1,709
162,4,10,4,2489
79,4,4,0,133
230,4,17,0,2596
164,4,10,0,1638
137,4,20,5,1160
263,4,15,3,1209
143,4,7,0,800
50,4,14,1,644
100,4,21,0,978
237,4,10,5,2375
246,4,11,5,1656
239,4,23,2,1139
113,4,13,4,863
143,4,18,1,1282
186,4,12,1,1622
209,4,12,5,160
229,4,19,0,2058
239,4,15,1,2114
263,4,15,4,1401
170,4,12,6,1908
186,4,18,4,1892
186,4,9,0,1722
114,4,21,2,891
236,4,10,5,2753
211,4,20,4,775
170,4,10,4,2104
246,4,22,3,1096
164,4,19,1,1492
246,4,12,5,1734
113,4,17,6,1310
229,4,9,3,1024
163,4,7,0,2516
211,4,10,6,562
152,4,2,2,53
90,4,3,1,74
166,4,17,6,582
113,4,18,4,1454
75,4,9,2,871
90,4,23,1,804
239,4,21,2,2309
234,4,15,4,1840
152,4,20,4,111
170,4,21,1,2645
137,4,14,3,800
163,4,12,6,2066
186,4,15,2,2037
48,4,16,2,1486
238,4,23,0,896
140,4,8,3,1601
166,4,20,4,481
236,4,16,3,3379
114,4,14,5,932
137,4,5,1,239
158,4,17,5,953
186,4,17,1,2072
114,4,11,5,857
237,4,13,2,3371
263,4,13,0,1065
164,4,21,4,1663
231,4,2,6,928
113,4,10,4,911
236,4,8,2,3132
230,4,0,4,852
43,4,22,2,609
170,4,17,0,2954
142,4,18,0,3984
144,4,20,2,648
114,4,7,3,313
234,4,17,3,1972
229,4,2,3,148
166,4,14,2,679
140,4,6,3,1276
74,4,20,0,558
43,4,13,2,1002
263,4,21,2,1817
239,4,14,1,1748
243,4,20,0,219
236,4,22,6,1050
238,4,22,4,1688
144,4,19,5,978
263,4,20,0,2037
4,4,19,4,517
50,4,7,3,620
261,4,12,4,310
170,4,21,4,2326
234,4,7,2,2028
237,4,18,2,4052
239,4,14,2,1727
164,4,7,2,1261
151,4,0,1,197
263,4,14,2,1086
142,4,13,5,2473
236,4,7,6,698
239,4,20,3,2382
162,4,9,6,1189
107,4,6,0,814
90,4,11,5,1019
68,4,1,3,445
48,4,18,5,2787
170,4,16,4,1920
140,4,13,4,1182
137,4,23,2,803
236,4,18,1,4361
186,4,13,6,2212
144,4,21,5,778
107,4,0,5,1533
48,4,2,4,622
137,4,12,5,736
137,4,21,1,1268
186,4,6,1,1081
163,4,7,1,2024
229,4,0,2,420
231,4,11,3,1130
43,4,11,3,1293
230,4,23,5,1528
151,4,20,0,976
90,4,20,4,1185
13,4,8,3,1252
163,4,8,3,2798
230,4,13,1,2132
161,4,11,6,2473
186,4,15,4,1982
170,4,2,4,375
186,4,10,5,1594
230,4,16,1,2194
262,4,9,2,453
87,4,9,0,830
161,4,13,1,3463
238,4,9,5,1007
13,4,18,3,646
232,4,13,6,338
231,4,10,3,1228
144,4,23,0,418
125,4,9,1,730
141,4,12,6,2080
137,4,14,1,784
166,4,16,4,576
229,4,20,5,1581
263,4,14,6,1614
107,4,9,4,1142
239,4,22,1,1764
246,4,10,2,1422
12,4,8,6,97
43,4,15,5,1315
88,4,12,3,316
107,4,19,1,1932
114,4,14,5,932
137,4,2,3,146
75,4,15,1,810
43,4,21,2,757
42,4,20,1,350
161,4,14,1,3479
50,4,14,1,644
88,4,23,2,186
170,4,19,2,2551
234,4,15,1,2027
114,4,2,6,823
209,4,1,5,195
237,4,7,5,661
249,4,23,2,1092
164,4,10,3,1592
229,4,2,3,148
142,4,8,3,1515
164,4,18,0,1759
50,4,0,1,263
246,4,21,2,1175
237,4,13,5,3228
231,4,6,4,791
170,4,10,0,2364
141,4,8,5,801
230,4,20,6,2205
48,4,22,4,2396
231,4,22,1,1113
236,4,16,3,3379
232,4,16,1,231
170,4,10,1,2220
263,4,21,2,1817
164,4,14,0,1833
230,4,13,2,2914
238,4,21,6,1405
137,4,14,3,800
142,4,19,2,3000
261,4,19,3,288
107,4,16,0,1321
68,4,20,3,1943
144,4,3,6,510
239,4,11,1,1533
234,4,11,1,2346
237,4,17,6,2824
163,4,22,0,1327
233,4,10,0,1155
263,4,14,3,1189
114,4,17,0,972
144,4,19,5,978
230,4,21,2,1787
237,4,17,1,3587
143,4,19,2,1467
113,4,14,6,1160
263,4,18,5,1764
249,4,14,6,1415
239,4,21,2,2309
243,4,0,6,326
211,4,9,6,319
238,4,18,5,1538
238,4,2,6,585
231,4,8,2,1658
237,4,15,5,2801
237,4,8,0,3220
162,4,6,2,2174
234,4,16,5,1797
237,4,8,3,2894
142,4,7,4,1023
243,4,22,3,270
232,4,19,3,457
141,4,10,3,1240
107,4,10,5,1084
236,4,19,2,3611
166,4,22,2,423
236,4,3,3,65
107,4,20,0,2097
161,4,15,1,3006
229,4,19,1,1923
75,4,13,0,801
48,4,23,2,1822
125,4,9,4,736
164,4,20,1,1507
239,4,10,0,1706
262,4,2,4,121
231,4,18,2,1273
68,4,13,0,1420
263,4,15,2,1228
90,4,7,2,550
162,4,14,3,2533
261,4,12,1,351
234,4,6,0,1081
161,4,20,6,1333
161,4,18,6,1780
140,4,10,0,1591
116,4,2,0,128
230,4,13,2,2914
239,4,17,2,2309
229,4,10,4,973
137,4,21,5,1195
238,4,22,4,1688
141,4,7,0,1093
141,4,21,0,2140
79,4,7,0,517
142,4,18,3,3711
234,4,8,0,3078
263,4,15,6,1590
148,4,14,5,893
87,4,11,6,373
100,4,13,3,1313
162,4,12,5,1669
48,4,22,6,2041
107,4,12,6,1526
249,4,18,6,1769
43,4,19,5,872
158,4,8,3,642
186,4,18,1,2080
144,4,16,2,477
79,4,20,1,2205
249,4,21,3,1813
100,4,15,6,1138
164,4,19,0,1657
114,4,12,1,571
140,4,11,5,860
246,4,8,0,1810
137,4,8,2,1172
164,4,21,0,1681
261,4,22,0,344
142,4,6,0,696
41,4,4,5,199
48,4,17,0,2320
107,4,20,0,2097
249,4,21,6,1252
152,4,22,2,136
243,4,22,1,241
230,4,21,0,2109
107,4,20,1,1860
113,4,13,2,944
234,4,0,5,1180
45,4,18,0,207
158,4,2,4,176
143,4,15,5,866
236,4,19,0,4232
229,4,14,2,1193
170,4,17,5,2182
239,4,8,5,919
186,4,16,2,1968
186,4,14,3,2292
186,4,15,1,2108
236,4,14,4,3874
239,4,21,5,1821
170,4,10,5,1363
114,4,6,0,189
249,4,19,6,1734
74,4,21,2,523
234,4,12,6,2361
237,4,10,1,3058
162,4,21,2,1659
151,4,23,4,677
164,4,18,1,1507
42,4,7,3,204
246,4,11,0,1085
211,4,16,6,792
238,5,17,2,2499
161,5,19,2,2101
142,5,12,2,2531
163,5,17,3,1833
48,5,11,6,1355
186,5,12,1,1841
140,5,7,4,1569
48,5,4,5,646
236,5,13,2,3943
246,5,18,2,1968
48,5,21,3,2843
107,5,19,1,2180
262,5,12,3,795
161,5,13,3,4110
239,5,10,4,1375
232,5,18,4,424
113,5,11,2,984
237,5,12,6,2556
142,5,2,6,429
100,5,7,2,1332
137,5,10,5,641
87,5,8,3,1016
239,5,16,1,2433
233,5,13,4,878
144,5,9,4,410
48,5,22,1,2543
107,5,22,3,2289
50,5,10,3,1100
238,5,9,4,974
158,5,15,6,662
79,5,5,0,93
161,5,8,1,6707
239,5,9,6,1406
209,5,16,1,131
79,5,14,6,1336
229,5,20,2,2233
90,5,19,3,1528
163,5,13,6,1737
163,5,8,6,506
246,5,12,2,1434
79,5,19,3,3323
211,5,20,6,413
125,5,19,0,335
137,5,7,3,1516
249,5,20,4,1866
166,5,23,1,394
148,5,15,0,442
231,5,12,1,1283
238,5,16,4,1584
263,5,23,4,1653
142,5,14,1,2516
68,5,16,6,1240
186,5,9,2,1889
162,5,16,3,2119
162,5,8,3,5336
142,5,19,3,3522
246,5,7,0,832
186,5,12,2,1737
239,5,19,0,1936
170,5,11,0,1598
263,5,21,1,2275
170,5,8,3,3232
237,5,17,1,4263
164,5,6,3,890
162,5,17,0,1751
164,5,6,2,887
230,5,18,3,3372
164,5,21,1,1693
141,5,11,0,1077
163,5,14,0,1720
79,5,10,2,656
237,5,7,1,2859
90,5,18,3,1334
230,5,14,4,1774
164,5,14,3,1958
186,5,20,5,1293
137,5,23,6,496
186,5,16,6,1681
87,5,7,1,694
43,5,18,1,1562
238,5,23,5,1201
237,5,10,3,4170
142,5,15,1,2801
48,5,18,2,2506
158,5,12,5,877
162,5,23,2,1218
232,5,11,5,268
186,5,7,3,1736
230,5,20,6,1598
231,5,12,4,1013
114,5,23,4,988
230,5,17,6,2069
234,5,11,5,1915
68,5,15,5,1465
90,5,9,4,903
263,5,14,4,1298
42,5,12,2,217
158,5,16,6,666
48,5,20,5,1823
158,5,9,6,293
113,5,19,2,1537
229,5,17,6,1177
166,5,9,0,458
237,5,19,1,3673
141,5,10,6,1094
24,5,12,3,219
48,5,0,0,833
238,5,21,2,2593
263,5,18,2,2308
