"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-16","1.5","8.1","0.0","0.0",,"21.7","16.1","  200","  180","4.5","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-17","2.8","0.0","0.0","0.0",,"31.1","20.6","  270","  250","7.6","13.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-18","3.9","0.0","0.0","0.0",,"23.9","14.4","  300","  290","8.1","14.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-19","3.1","0.0","0.0","0.0",,"22.8","12.2","  300","  300","7.2","12.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-20","1.6","0.0","0.0","0.0",,"25.6","13.9","  300","  280","5.4","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-21","1.1","1.5","0.0","0.0",,"26.7","17.2","   70","   70","4.0","5.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-22","2.2","0.5","0.0","0.0",,"19.4","16.7","  130","  120","5.4","9.4","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-23","1.4","2.0","0.0","0.0",,"23.3","16.1","  120","  130","5.4","8.5","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-24","1.3","0.0","0.0","0.0",,"27.2","17.2","  240","  160","3.6","7.2","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-25","1.0","0.0","0.0","0.0",,"32.2","20.6","  290","  300","4.0","5.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-26","1.6","0.0","0.0","0.0",,"31.7","23.3","  140","  190","5.4","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-27","1.3","7.4","0.0","0.0",,"25.0","20.6","  230","  230","5.4","7.6","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-28","1.1","0.0","0.0","0.0",,"26.1","18.9","  300","  290","5.4","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-29","0.9","0.0","0.0","0.0",,"28.9","18.9","  250","  230","4.5","8.1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-06-30","1.3","0.0","0.0","0.0",,"30.0","20.6","  270","  260","4.5","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-01","1.7","0.0","0.0","0.0",,"32.8","22.8","  240","  210","5.4","8.1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-02","1.4","0.0","0.0","0.0",,"30.6","22.8","  280","  210","4.5","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-03","1.7","0.0","0.0","0.0",,"31.1","22.8","  280","  270","4.5","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-04","1.2","0.0","0.0","0.0",,"29.4","18.3","  270","  250","4.0","7.2",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-05","2.0","2.3","0.0","0.0",,"30.6","21.1","  200","  170","5.4","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-06","2.3","0.0","0.0","0.0",,"29.4","21.7","   50","  300","5.8","8.9","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-07","2.2","0.0","0.0","0.0",,"28.9","20.6","   70","   70","5.4","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-08","0.6","6.1","0.0","0.0",,"28.3","20.0","  290","  290","3.6","5.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-09","1.3","0.0","0.0","0.0",,"29.4","21.7","   60","   50","4.5","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-10","2.6","0.0","0.0","0.0",,"28.3","19.4","   60","   60","6.3","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-11","2.3","0.0","0.0","0.0",,"29.4","19.4","  210","  220","5.8","9.8",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-12","2.6","0.0","0.0","0.0",,"32.2","21.1","  240","  250","6.7","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-13","1.2","0.0","0.0","0.0",,"32.8","23.3","  290","  180","4.0","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-14","1.7","0.0","0.0","0.0",,"32.2","22.2","  300","  310","5.4","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-15","2.0","0.0","0.0","0.0",,"30.0","22.8","   70","   60","5.4","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-16","1.2","28.2","0.0","0.0",,"29.4","18.9","   50","   60","8.9","13.4","    1","    1","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-17","1.1","0.0","0.0","0.0",,"28.3","21.7","  240","  230","5.4","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-18","1.3","47.0","0.0","0.0",,"27.2","20.6","   60","  290","7.2","10.7","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-19","2.3","0.0","0.0","0.0",,"32.2","22.8","  260","  260","5.8","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-20","1.8","0.0","0.0","0.0",,"35.0","25.6","  220","  230","4.5","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-21","1.8","4.1","0.0","0.0",,"33.3","23.3","   40","  300","6.3","13.0","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-22","1.2","0.0","0.0","0.0",,"34.4","25.6","  280","  280","4.5","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-23","0.9","0.0","0.0","0.0",,"35.0","25.6","  230","  210","4.5","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-24","2.2","0.0","0.0","0.0",,"35.0","26.1","  240","  230","5.8","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-25","2.1","24.9","0.0","0.0",,"30.0","22.8","  300","  280","7.6","12.1","    1","    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-26","1.7","0.0","0.0","0.0",,"27.2","21.7","   50","   50","5.8","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-27","1.0","0.0","0.0","0.0",,"29.4","21.1","  140","  130","3.6","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-28","1.7","0.5","0.0","0.0",,"30.6","22.8","  250","  190","5.4","7.6","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-29","1.5","2.5","0.0","0.0",,"29.4","22.2","  230","  230","5.8","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-30","2.1","0.0","0.0","0.0",,"30.6","22.8","  310","  270","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-07-31","0.9","0.0","0.0","0.0",,"30.0","21.7","  170","  170","3.6","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-01","1.2","12.2","0.0","0.0",,"25.0","20.0","   60","   40","4.0","6.3","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-02","1.6","0.0","0.0","0.0",,"32.2","22.2","  240","  270","5.4","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-03","1.4","0.0","0.0","0.0",,"31.7","21.7","  230","  130","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-04","1.6","0.0","0.0","0.0",,"33.9","24.4","  140","  130","5.4","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-05","1.5","0.0","0.0","0.0",,"31.7","25.6","  230","  220","4.5","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-06","1.8","0.0","0.0","0.0",,"33.3","25.0","  240","  240","5.8","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-07","2.5","4.1","0.0","0.0",,"33.3","24.4","  260","  250","6.3","11.6","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-08","2.4","0.0","0.0","0.0",,"33.9","26.1","  250","   99","4.0","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-09","2.2","0.8","0.0","0.0",,"36.1","25.6","  240","   10","6.3","10.3",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-10","1.6","0.0","0.0","0.0",,"30.6","23.9","  140","  170","4.0","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-11","1.0","2.8","0.0","0.0",,"31.7","22.2","  260","  270","4.5","6.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-12","2.5","0.0","0.0","0.0",,"29.4","21.7","   60","   10","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-13","2.0","0.0","0.0","0.0",,"26.1","18.3","   50","   50","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-14","1.2","0.0","0.0","0.0",,"27.8","18.9","  130","  130","4.0","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-15","0.8","0.0","0.0","0.0",,"28.3","20.0","  200","  200","4.0","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-16","2.5","0.0","0.0","0.0",,"28.3","18.9","   60","   40","7.6","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-17","1.5","8.6","0.0","0.0",,"27.2","17.2","   50","   40","7.2","11.2","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-18","1.3","0.0","0.0","0.0",,"30.6","16.7","  280","  270","4.5","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-19","1.6","0.0","0.0","0.0",,"32.2","20.6","  180","  220","4.5","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-20","1.3","0.0","0.0","0.0",,"32.2","23.3","  140","  170","5.4","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-21","1.2","0.0","0.0","0.0",,"27.8","22.2","  130","  130","4.0","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-22","1.2","5.8","0.0","0.0",,"26.1","22.8","   60","  130","4.0","5.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-23","1.3","0.0","0.0","0.0",,"30.0","22.2","  280","  280","5.8","8.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-24","1.7","0.0","0.0","0.0",,"32.2","21.7","  240","  260","4.5","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-25","1.1","0.0","0.0","0.0",,"32.8","22.2","  200","  170","3.6","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-26","1.3","6.1","0.0","0.0",,"30.6","23.3","  270","  190","4.0","7.2","    1","    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-27","1.7","0.0","0.0","0.0",,"32.2","23.3","   60","  210","4.5","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-28","2.3","0.0","0.0","0.0",,"27.8","22.8","   60","   60","4.5","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-29","1.3","0.0","0.0","0.0",,"29.4","23.9","  140","  170","4.5","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-30","1.9","3.0","0.0","0.0",,"31.7","22.8","  240","  230","5.8","10.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-08-31","2.3","0.0","0.0","0.0",,"29.4","20.6","  290","  270","5.8","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-01","1.8","0.0","0.0","0.0",,"30.0","20.6","  310","  300","6.3","9.4",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-02","1.7","0.0","0.0","0.0",,"26.1","16.7","   50","   50","5.4","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-03","1.0","0.0","0.0","0.0",,"27.8","18.3","  150","  120","3.1","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-04","1.2","0.0","0.0","0.0",,"32.2","21.7","  250","  290","4.5","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-05","0.9","1.5","0.0","0.0",,"31.1","22.8","  180","  190","4.0","7.6","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-06","1.7","19.8","0.0","0.0",,"23.3","19.4","   50","   70","6.7","9.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-07","2.9","0.0","0.0","0.0",,"22.2","18.3","   60","   50","6.3","8.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-08","1.8","0.0","0.0","0.0",,"25.6","18.3","   60","   60","5.4","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-09","1.6","0.0","0.0","0.0",,"26.7","16.7","   70","   90","4.5","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-10","1.1","0.0","0.0","0.0",,"30.0","17.8","  250","  250","3.6","5.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-11","1.2","8.1","0.0","0.0",,"24.4","19.4","  250","  270","4.0","5.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-12","0.6","20.6","0.0","0.0",,"27.2","20.0","  120","  130","4.0","7.6","    1","    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-13","1.7","10.4","0.0","0.0",,"27.8","20.0","  280","  230","5.4","9.4","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-14","2.5","0.0","0.0","0.0",,"26.7","16.7","  300","  310","5.8","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-15","2.6","0.0","0.0","0.0",,"23.3","16.7","   50","   20","5.4","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-16","0.9","0.0","0.0","0.0",,"23.9","13.9","   70","   60","4.5","5.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-17","2.1","0.0","0.0","0.0",,"24.4","17.8","   60","   60","4.5","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-18","2.5","0.0","0.0","0.0",,"28.3","19.4","  240","  210","5.8","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-19","1.6","3.6","0.0","0.0",,"29.4","20.0","  270","  280","9.8","19.7","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-20","1.8","0.0","0.0","0.0",,"26.1","19.4","  300","  290","5.4","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-21","1.4","0.0","0.0","0.0",,"26.7","16.7","  240","  220","4.0","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-22","3.3","11.9","0.0","0.0",,"23.9","13.9","  300","  290","8.1","13.0","    1","    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-23","4.3","0.0","0.0","0.0",,"17.2","10.6","  300","  310","7.6","14.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-24","1.8","0.0","0.0","0.0",,"20.6","9.4","  280","  260","4.5","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-25","1.5","28.2","0.0","0.0",,"22.2","15.0","  230","  240","4.5","8.1","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-26","2.6","0.0","0.0","0.0",,"23.3","14.4","  260","  230","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-27","1.9","0.0","0.0","0.0",,"21.1","15.0","  250","  230","5.4","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-28","1.8","0.0","0.0","0.0",,"20.6","11.7","  280","  270","5.4","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-29","2.6","0.0","0.0","0.0",,"18.9","11.7","   50","   40","6.7","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-09-30","3.1","0.0","0.0","0.0",,"16.7","11.1","   60","   60","6.3","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-01","4.5","15.0","0.0","0.0",,"16.1","10.6","   50","   20","8.1","12.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-02","5.5","0.0","0.0","0.0",,"15.6","10.0","   50","   40","10.3","16.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-03","4.7","11.9","0.0","0.0",,"11.7","8.3","   50","   50","9.8","14.3","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-04","4.4","47.0","0.0","0.0",,"12.8","7.8","   60","   60","8.1","12.1","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-05","2.4","9.4","0.0","0.0",,"15.0","12.2","   20","   40","5.4","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-06","1.3","0.0","0.0","0.0",,"23.3","11.7","  290","  230","3.6","4.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-07","2.1","0.0","0.0","0.0",,"24.4","14.4","  300","  300","5.4","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-08","2.1","0.8","0.0","0.0",,"14.4","8.3","  300","  310","5.8","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-09","1.6","0.0","0.0","0.0",,"16.1","6.7","  240","  230","5.8","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-10","1.5","0.0","0.0","0.0",,"19.4","11.1","  240","  230","4.5","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-11","1.2","0.0","0.0","0.0",,"21.1","10.6","  240","  210","4.0","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-12","1.6","0.0","0.0","0.0",,"21.1","13.9","  220","  210","6.3","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-13","1.8","20.3","0.0","0.0",,"20.6","12.2","  290","  170","6.7","9.8","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-14","1.7","4.8","0.0","0.0",,"19.4","11.1","  310","   30","4.5","7.6","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-15","1.3","0.0","0.0","0.0",,"20.0","10.0","  140","  180","4.5","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-16","1.2","0.0","0.0","0.0",,"17.8","11.1","   40","  240","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-17","1.7","3.6","0.0","0.0",,"18.9","11.7","  220","  210","5.4","9.4","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-18","2.5","0.0","0.0","0.0",,"13.3","7.8","  270","  230","5.4","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-19","2.5","0.0","0.0","0.0",,"12.2","5.6","  250","  230","6.3","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-20","2.5","0.0","0.0","0.0",,"14.4","6.7","  220","  210","5.8","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-21","1.0","0.0","0.0","0.0",,"16.7","7.8","  240","  230","4.0","6.3",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-22","1.2","0.0","0.0","0.0",,"18.9","9.4","  240","  220","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-23","3.2","0.5","0.0","0.0",,"16.1","12.2","   50","   50","6.7","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-24","3.4","13.2","0.0","0.0",,"16.1","12.8","   60","   40","6.3","9.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-25","1.1","0.0","0.0","0.0",,"21.1","16.1","   60","   60","4.0","5.8","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-26","1.3","0.0","0.0","0.0",,"22.2","15.6","  260","  220","4.5","7.2","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-27","3.0","0.0","0.0","0.0",,"18.3","11.1","   20","  360","6.3","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-28","2.5","0.0","0.0","0.0",,"13.3","7.2","   50","   60","6.7","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-29","1.5","0.0","0.0","0.0",,"14.4","6.1","   50","   40","4.0","5.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-30","0.4","0.0","0.0","0.0",,"17.2","6.1","   70","  200","2.7","4.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-10-31","0.7","2.5","0.0","0.0",,"18.3","10.6","  220","  230","4.5","6.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-01","1.7","2.0","0.0","0.0",,"19.4","15.0","  300","  290","4.0","6.3","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-02","1.0","0.0","0.0","0.0",,"21.1","12.2","   50","   40","6.3","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-03","0.9","0.0","0.0","0.0",,"19.4","11.1","  190","  180","3.1","4.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-04","0.9","0.0","0.0","0.0",,"21.1","11.7","  140","  120","4.0","7.2","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-05","1.8","0.0","0.0","0.0",,"24.4","17.8","  200","  200","4.5","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-06","1.9","0.0","0.0","0.0",,"23.9","18.9","  180","  180","3.6","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-07","2.7","0.0","0.0","0.0",,"25.0","12.2","  350","  350","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-08","3.2","0.0","0.0","0.0",,"14.4","8.3","   50","   50","7.2","10.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-09","2.0","0.0","0.0","0.0",,"11.7","4.4","   40","   20","7.2","10.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-10","1.3","0.0","0.0","0.0",,"18.9","8.3","  220","  230","4.5","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-11","1.6","22.6","0.0","0.0",,"20.0","15.0","  140","  150","5.8","10.3","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-12","2.3","2.0","0.0","0.0",,"20.6","15.6","  280","  260","6.7","10.3","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-13","2.6","1.0","0.0","0.0",,"16.1","5.0","  290","  290","6.7","10.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-14","2.8","0.0","0.0","0.0",,"7.2","2.8","  300","  310","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-15","3.0","14.2","0.0","0.0",,"7.8","1.7","   60","   80","6.7","9.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-16","3.6","7.1","0.0","0.0",,"10.0","3.9","   60","   90","7.2","11.2","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-17","3.4","0.0","0.0","0.0",,"7.8","2.8","  280","  280","8.1","12.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-18","2.6","0.0","0.0","0.0",,"6.7","1.1","  230","  230","7.2","12.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-19","2.6","0.0","0.0","0.0",,"4.4","-0.5","  280","  220","6.7","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-20","4.3","0.0","0.0","0.0",,"4.4","-1.0","  310","  310","8.9","14.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-21","2.8","0.0","0.0","0.0",,"5.0","-2.7","  240","  240","7.2","12.5",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-22","2.4","0.0","0.0","0.0",,"10.6","2.8","  230","  230","6.7","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-23","2.0","0.0","0.0","0.0",,"12.8","5.6","   60","  240","5.4","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-24","1.7","0.0","0.0","0.0",,"12.2","4.4","  230","  230","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-25","3.5","0.5","0.0","0.0",,"12.8","7.8","  300","  310","8.9","14.3","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-26","3.1","0.0","0.0","0.0",,"13.9","5.6","  300","  300","9.8","14.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-27","2.5","17.8","0.0","0.0",,"15.6","8.9","  240","  230","7.2","13.4","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-28","3.3","0.0","0.0","0.0",,"12.2","5.0","  300","  300","8.1","13.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-29","1.3","0.0","0.0","0.0",,"6.7","2.2","  290","   60","4.0","5.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-11-30","3.1","12.7","0.0","0.0",,"14.4","4.4","  280","  270","7.6","13.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-01","3.7","0.0","0.0","0.0",,"6.1","1.7","  310","  300","7.6","14.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-02","1.7","0.0","0.0","0.0",,"8.3","0.0","  280","  280","5.4","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-03","3.1","12.4","0.0","0.0",,"14.4","7.2","  300","  300","7.6","12.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-04","2.2","0.0","0.0","0.0",,"7.2","3.3","  300","  290","6.3","10.3",,,,,,
